ID|Naslov|Avtor|Mentor|Ključne besede|Leto|Jezik|Organizacija|Kraj|Ogledi|Prenosi
81576|Vpliv polifenolov na hondrogeno diferenciacijo mezenhimskih matičnih celic pri bolnikih z osteoartrozo|Sirše, Mateja|Fokter, Samo K.|osteoartroza, mezenhimske matične/stromalne celice, hondrogena diferenciacija, provnetni citokini, rastlinski polifenoli, regeneracija hrustanca|2022|Slovenski jezik|MF - Medicinska fakulteta|Maribor|911|88
80890|Model energijskih tokov v sistemu distribuirane energetske oskrbe na osnovi metode simulacije diskretnih dogodkov : doktorska disertacija|Kragelj, Dušan|Kramberger, Tomaž|distribuirana proizvodnja energije, logistični proces, simulacije diskretnih dogodkov, optimizacija in napovedovanje, trajnostno pridobivanje energije|2022|Slovenski jezik|FL - Fakulteta za logistiko|Celje|761|1
82314|Analiza povezav med arterijsko togostjo, ekspresijskim profilom mikroRNK iz periferne krvi in stopnjo aterosklerotične prizadetosti koronarnih arterij pri bolnikih z normalnim ali zmanjšanim ledvičnim delovanjem|Piko, Nejc|Ekart, Robert|ateroskleroza, arterijska togost, kronična ledvična bolezen, srčnožilna bolezen, mikro RNK|2022|Slovenski jezik|MF - Medicinska fakulteta|Maribor|568|100
81461|Razvoj prilagodljivega modela strateškega upravljanja informatike za srednje velika podjetja|Levstek, Aleš|Pucihar, Andreja|upravljanje podjetij, upravljanje informatike, model strateškega upravljanja informatike, prilagodljiv model upravljanja informatike|2022|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Maribor|778|161
83303|Računska ocena vpliva znotrajceličnih presnovnih in signalnih poti ter medcelične komunikacije na izločanje glukagona in inzulina : doktorska disertacija|Zmazek, Jan|Marhl, Marko|celica beta, celica alfa, modeliranje, presnova, cAMP, aminokisline, kalcij, medcelične mreže|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|Maribor|615|108
83028|Application of normalization method to fracture toughness testing of welds with pronounced strength heterogeneity : doctoral disertation|Štefane, Primož|Gubeljak, Nenad|weld, strength mismatch, fracture, normalization data reduction technique, plastic correction factors, test fixture, SE(B) specimen, J-R resistance curve|2022|Angleški jezik|FS - Fakulteta za strojništvo|Maribor|778|209
83237|Optimizacija procesa izolacije učinkovin iz industrijske konoplje v kombinaciji z ingverjem ter biološki učinki mešanic : doktorska disertacija|Žitek Makoter, Taja|Knez Marevci, Maša|sejanje, ekstrahiranje, optimiziranje, formuliranje, antimikrobni potencial, antikancerogeni potencial|2022|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|781|330
82897|Nosilnost polimernih zobnikov z S-ozobjem : doktorska disertacija|Trobentar, Boštjan|Glodež, Srečko|S-zobniki, polimerni zobniki, preizkusi zobnikov, odpoved zobnikov, zvočna analiza, akustika|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|673|107
81866|Tujerodne rastline v nižinskih gozdnih fragmentih: vpliv značilnosti robov in človekovih aktivnosti|Šipek, Mirjana|Šajna, Nina|mejni habitat, konfiguracija fragmenta, invazivni potencial, fenotipska plastičnost, okrasne rastline, vrtni odpadki|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|[Maribor|842|117
83072|Kvantno mehansko proučevanje molekularnih mehanizmov karcinogeneze in njeno preprečevanje z naravnimi spojinami|Španinger, Eva|Bren, Urban|rak, karcinogeneza, kvantna mehanika, molekulska dinamika, polifenoli, hmelj|2022|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|663|87
81611|Značilnosti romanov slovenskih pisateljic na prelomu iz 20. v 21. stoletje : doktorska disertacija|Kraner, Tina|Borovnik, Silvija|sodobna slovenska književnost, sodobna slovenska proza, sodobni slovenski roman, romaneskni žanri, feministična literarna veda, značilnosti, žanrski sinkretizem, generacijska pripadnost, roman sodobnih slovenskih pisateljic, snov, tema, zgodba, motivi, sporočilo, protagonist/-ka, pripovedovalec/-ka, perspektiva, jezik, slog|2022|Slovenski jezik|FF - Filozofska fakulteta|[Maribor|1121|403
81699|Vpliv zaznanih sprememb večdimenzionalnega ekosistema (zunanjega) okolja podjetja na strateško poslovno osredotočenost in uspešnost podjetja|Veršič, Sabina|Štrukelj, Tjaša|(zunanje) okolje podjetja, poslovne strategije podjetja, strateški management, proces planiranja poslovnih strategij, nepredvidljivost, mikro, mala in srednje velika podjetja, Slovenija, uspešnost podjetja|2022|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Maribor|760|184
81135|Zdravljenje ploščatocelične intraepitelijske lezije visoke stopnje materničnega vratu z imikvimodom|Cokan, Andrej|But, Igor|Imikvimod, LLETZ, randomizirana kontrolirana raziskava, ploščata intraepitelijska lezija materničnega vratu.|2022|Slovenski jezik|MF - Medicinska fakulteta|Maribor|999|76
81592|VPLIV TISKANJA NANOMATERIALOV NA TOPLOTNO-OGNJEVARNE IN TERMOFIZIOLOŠKE LASTNOSTI TKANINE : doktorska disertacija|Kolar, Tjaša|Kokol, Vanja|toplotno-ognjevarna tkanina, termofiziološke lastnosti, fibrilirana nanoceluloza, nanodelci aluminijevega hidroksida, enoplastne ogljikove nanocevke, šablonsko tiskanje|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|920|99
81025|Urtikarija zaradi hlada - dejavniki tveganja za prizadetost dihal ali kardiovaskularnega sistema|Bizjak, Mojca|Miljković, Jovan|COLD-CE, dejavniki tveganja, urtikarija zaradi hlada, sistemske reakcije|2022|Slovenski jezik|MF - Medicinska fakulteta|Maribor|564|86
81511|Vpliv askorbinske kisline na pojav postoperativne ledvične okvare po operacijah na odprtem srcu : doktorska disertacija|Djordjević, Anže|Antonič, Miha|akutna ledvična okvara, askorbinska kislina, oksidativni stres, malondialdehid, plinska kromatografija in masna spektrometrija|2022|Slovenski jezik|MF - Medicinska fakulteta|[S. l.|657|64
81503|Analiza fenotipskih, molekularnih in genetskih lastnosti nove celične linije trojno negativnega raka dojk|Skok, Kristijan|Takač, Iztok|trojno negativni rak dojk, MFUM-BrTNBC-1, rak dojk, in-vitro modeli, celične linije|2022|Slovenski jezik|MF - Medicinska fakulteta|Maribor|823|80
81581|Napoved in dejavniki revizorjevega dvoma|Zdolšek, Daniel|Kolar, Iztok|revizija, revizija računovodskih izkazov, revizorjev dvom, napoved, lastnosti revizijskega podjetja, lastnosti revizorja|2022|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|[Maribor|976|233
81760|Genetski dejavniki tveganja za razvoj miomov maternice|Krsteski, Jovan|Potočnik, Uroš|miomi maternice, genotipizacija, izražanje genov, IL13, sinaptično signaliziranje|2022|Slovenski jezik|MF - Medicinska fakulteta|Maribor|794|93
81349|The emergence of gig economy under the impact of digitalization - model of the success factors of freelancers|Huđek, Ivona|Širec, Karin|digitalisation, gig economy, freelancers, predictors of success, structural model equation|2022|Angleški jezik|EPF - Ekonomsko-poslovna fakulteta|Maribor|1127|214
81480|Uporaba umetne inteligence pri upravljanju portfelja delnic|Fister, Dušan|Jagrič, Timotej|umetna inteligenca, portfelj delnic, umetne nevronske mreže, mehanski trgovalni sistem|2022|Slovenski jezik|EPF - Ekonomsko-poslovna fakulteta|Maribor|835|237
81741|Oblikovanje kompozitnih membran na osnovi hitozana s funkcionalizirano nanofibrilirano celulozo za uporabo v gorivnih celicah : doktorska disertacija|Hren, Maša|Gorgieva, Selestina|alkalna gorivna celica, anionsko izmenjevalna membrana, hitozan, vključki, nanofibrilirana celuloza, grafenov oksid|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|711|184
81758|Spremembe znotrajcelične koncentracije kalcijevih ionov v akutnih tkivnih rezinah trebušne slinavke glodavskih modelov|Pohorec, Viljem|Stožer, Andraž|celice beta, mišji model, slikanje kalcija, glukozna odvisnost, tkivna rezina|2022|Slovenski jezik|MF - Medicinska fakulteta|Maribor|826|137
81673|Sodobne igre barvanj in sorodne igre na grafih|Štesl, Daša|Brešar, Boštjan|igra barvanja, indicirana igra barvanja, neodvisnostna igra barvanja, neodvisna dominacijska igra, pakirna igra barvanja, kartezični produkt, drevo, vozliščno kritičen graf|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|[Maribor|703|80
81636|Eksperimentalno podprt numerični model za simulacijo zgorevanja lesnih pelet v mali kurilni napravi : doktorska disertacija|Zadravec, Tomas|Kokalj, Filip|Zgorevanje, lesni peleti, mala kurilna naprava, fiksna rešetka, računalniška dinamika tekočin (RDT), empirični model zgorevanja, eksperimentalno delo, meritve emisij, meritve procesnih parametrov, temperatura zgorevanja.|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|624|118
81563|Vpliv zgodovine sprememb vrednosti programskih metrik na napovedovanje trendov vzdrževalnosti odprtokodnih javanskih programskih knjižnic|Gradišnik, Mitja|Karakatič, Sašo|kakovost programske opreme, vzdrževalnost programskih produktov, programske knjižnice, evolucija programskih produktov, programske metrike, napovedni modeli vzdrževalnosti|2022|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|568|118
80618|Standardizirano preverjanje znanja temeljnih konceptov programiranja za nivo osnovne šole|Jakoš, Franc|Verber, Domen|preverjanje znanja, uvodno programiranje, računalništvo v osnovni šoli, veljavnost in zanesljivost inštrumenta, zmotna prepričanja pri programiranju|2022|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|749|104
81935|Sustainable processing of materials using supercritical fluids : doktorska disertacija|Borjan, Dragana|Knez Marevci, Maša|supercritical fluids, alcohols, urea, phase equilibria, viscosity, density, interfacial tension, modified capillary method, isolation methods, supercritical fluid extraction, pharmacological activity, carbon fiber reinforced composites, recycling techniques|2022|Angleški jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|1029|145
81164|Preparation of Three Dimensional Structures of Polysaccharide Derivatives for Application in Regenerative Medicine : doctoral disertation|Dobaj-Štiglic, Andreja|Stana-Kleinschek, Karin|chitosan, carboxymethyl cellulose, nanofibrillated cellulose, citric acid, collagen, freeze drying, 3D printing, dehydrothermal treatment|2022|Angleški jezik|FS - Fakulteta za strojništvo|Maribor|675|157
81545|Razvoj metod in avtomatizacija postopkov umerjanja stopničastih meril ter etalonskih obročev in trnov : doktorska disertacija|Šafarič, Jakob|Ačko, Bojan|meritve dolžin, sledljivost, umerjanje, merilna negotovost, avtomatizacija|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|532|111
81750|The consolidation of emulsion templating and thiol-ene click chemistry as a route to degradable polyhipes for biomedical applications : doktorska disertacija|Hobiger, Viola|Krajnc, Peter|polyHIPE, thiol-ene, photopolymerization, additive manufacturing|2022|Angleški jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|741|118
81826|Nekaj metričnih lastnosti grafovskih produktov|Rus, Gregor|Klavžar, Sandi|teorija grafov, množica vozlišč v splošni legi, gp-število, grafovski produkti, poti, cikli, razdaljno-uravnoteženi grafi, l-razdaljno-uravnoteženi grafi|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|Maribor|785|70
83078|Nakupno vedenje potrošnikov vina v povezavi z etnocentrizmom : doktorska disertacija|Petek, Vita|Rozman, Črtomir|vino, vinska etiketa, nakupno vedenje, étnocentrizem, znamčenje|2022|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|843|183
81716|Modeliranje in večnamenska optimizacija pridobivanja energije in koristnih produktov iz organskih odpadkov na osnovi anaerobne razgradnje : doktorska disertacija|Kegl, Tina|Kovač Kralj, Anita|anaerobna razgradnja, fizikalno-matematični model, gradientni optimizacijski algoritem, kalibracija modelnih parametrov, oskrbovalno omrežje CO2, nanotehnologija|2022|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|1295|997
81658|Lipid metabolism, deposition and composition in different metabolic types of pigs : Ph. D. thesis|Poklukar Žnidaršič, Klavdija|Škrlep, Martin|prašič, maščobno tkivo, lipidni metabolizem, lokalne pasme, moderni križanci, nekastrirani prašiči, imunokastrirani prašiči, kirurško kastrirani prašiči, selekcijski podpisi povezani s fenotipom, izražanje genov|2022|Angleški jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|692|6
81644|Development of a methodology to calibrate a pedestrian microsimulation model : doctoral dissertation|Gruden, Chiara|Šraml, Matjaž|pedestrian, microsimulation model, calibration, neural network, surrogate safety indicators, reaction time.|2022|Angleški jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|873|116
81634|Visokohitrostna karakterizacija mehanskih lastnosti celičnih metamaterialov : doktorska disertacija|Mauko, Anja|Ren, Zoran|celični metamateriali, prostorsko gradirana gostota, SHPB, visokohitrostna deformacija, test direktnega udarca, DIC, računalniške simulacije|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|825|267
82856|Nursing support in facilitating mental well-being of adolescents|Cilar Budler, Leona|Pajnkihar, Majda|youth, mental health, quality of life, social support, nursing|2022|Angleški jezik|FZV - Fakulteta za zdravstvene vede|Maribor|895|334
81463|Sistem za podporo postopka tuširanja orodij za globoki vlek : doktorska disertacija|Berus, Lucijano|Ficko, Mirko|izdelava preoblikovalnih orodij, tuširanje, 3D skeniranje, tuširna slika, analiza slik, segmentacija|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|846|1
81365|Ocenjevanje ranljivosti gesel na napad z opazovanjem : doctoral dissertation|Bošnjak, Leon|Brumen, Boštjan|avtentikacija, besedilna gesla, grafična gesla, napad z opazovanjem, ocenjevanje ranljivosti, eksperimentalni načrt|2022|Angleški jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|868|156
81165|Razvoj zračno sklopljenega georadarja za detekcijo eksplozivnih teles na brezpilotnem zrakoplovu : doktorska disertacija|Šipoš, Danijel|Gleich, Dušan|georadar, brezpilotni zrakoplov, zračno sklopljen, detekcija eksplozivnih teles, kontinuirano valovanje s stopničastim frekvenčnim korakom (SFCW)|2022|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|954|244
81554|K-vertex: a novel model for the cardinality constraints enforcement in graph databases : doctoral dissertation|Šestak, Martina|Turkanović, Muhamed|Graph database, K-vertex cardinality constraint, Cardinality, Business rule, Property graph data model, Property graph schema, Hypernode, Performance analysis, Fraud detection, Data classification|2022|Angleški jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|771|120
81317|Vpliv ß-ciklodekstrina na kinetiko in mehanizem reakcije umiljenja etilacetata : doktorska disertacija|Petek, Anja|Krajnc, Majda|β-ciklodekstrin, vključitveni kompleks, etilacetat, mehanizem umiljenja, alkiltrimetilamonijevi bromidi, prevodnost|2022|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|890|103
81192|Resonančni grafi nekaterih dvodelnih zunajravninskih grafov in posplošena metoda prerezov : doktorska disertacija|Brezovnik, Simon|Tratnik, Niko|Djoković-Winklerjeva relacija, resonančni graf, benzenoidni sistem, fenilen, CERS, Kekuléjeva struktura, popolno prirejanje, marjetična kocka, kvocientni graf, topološki indeks, Wienerjev indeks, Gutmanov indeks, Schultzev indeks, topološki indeksi tipa Szeged, posplošena metoda prerezov|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|[Maribor|985|108
81696|Vpeljava kaotičnih sistemov s poudarkom na akustiki v pouk fizike na programu splošne gimnazije|Osrajnik, Damjan|Repnik, Robert|kaotični sistemi, oscilirajoči sistemi, akustični sistemi, fizika, splošna gimnazija, srednja šola, poučevanje fizike, kaos, časovne vrste, učni pripomoček|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|Maribor|851|97
81100|Mikrokinetično modeliranje katalitske pretvorbe ogljikovega dioksida v metanol : doktorska disertacija|Prašnikar, Anže|Likozar, Blaž|pretvorba ogljikovega dioksida, sinteza metanola, strukturno-aktivnostne povezave, mikrokinetično modeliranje, Cu/ZnO/Al2O3, Cu/SrTiO3|2022|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|1491|98
81540|Preučevanje mehanizmov antikarcinogenega in nevroprotektivnega delovanja naravnih polifenolnih spojin : doktorska disertacija|Furlan, Veronika|Bren, Urban|Polifenoli, antikarcinogeno delovanje, nevroprotektivno delovanje, molekularni mehanizmi, kvantna mehanika, inverzno molekulsko sidranje, molekulska dinamika, prostoenergijski izračuni|2022|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|871|221
81001|Integrabilnost in linearizabilnost persistentnih p : -q resonantnih polinomskih sistemov navadnih diferencialnih enačb|Žulj, Maja|Ferčec, Brigita|polinomski sistem NDE, p:-q resonantni sistem, problem integrabilnosti, problem linearizabilnosti, količine integrabilnosti, količine linearizabilnosti, persistentno resonantno središče, prvi integral|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|[Maribor|717|68
81714|Notarske skrbniške storitve : doktorska disertacija|Podgoršek, Bojan|Rijavec, Vesna|skrbniške storitve, notarske skrbniške storitve, notarska hramba denarja, notarska hramba listin, prodaja nepremičnin, predpostavke notarske hrambe, tveganje neizpolnitve, zakoniti interes za notarsko hrambo|2022|Slovenski jezik|PF - Pravna fakulteta|Maribor|1027|260
81660|Dopustnost protipravno pridobljenih dokazov v pravdnem postopku : doktorska disertacija|Drnovšek, Katja|Keresteš, Tomaž|protipravno pridobljeni dokaz, izključitev dokazov, pravica do dokaza, kolizija človekovih pravic, procesna jamstva, materialna resnica, načelo proste presoje dokazov, dokazni standard, čezmejno izvajanje dokazov, pravdni postopek|2022|Slovenski jezik|PF - Pravna fakulteta|Maribor|1628|932
80904|Razvoj didaktičnega modela za neformalno in formalno izobraževanje, temelječega na sodobnih tehnologijah in mobilnih aplikacijah|Pajk, Tine|Aberšek, Boris|didaktični model, socialno podjetništvo, ekokmetijstvo, neformalno izobraževanje, sistem za upravljanje učenja, Moodle|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|[Maribor|924|177
81513|Vpliv lastniških sort na trg hmelja zda v letih od 2000 do 2020 vpliv lastniških sort na trg hmelja zda v letih od 2000 do 2020 : doktorska disertacija|MacKinnon, Douglas|Pavlovič, Martin|Hmelj, Ravnotežje, Intelektualna lastnina, Lastniški sorti, Konkurenca, Oligopsony, Bayesian, Pearson, Herfindahl-Hirschman, Kartel.|2022|Angleški jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|1053|76
81484|Ocena scenarijev razvoja dopolnilne dejavnosti turizma na kmetijah s simulacijskim modelom sistemske dinamike : doktorska disertacija|Borlinič Gačnik, Maja|Rozman, Črtomir|sistemska dinamika, modeliranje, diverzifikacija, turizem na kmetijah, kmetijska politika, simulacija scenarijev|2022|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|1130|190
81087|Model kompetenc managementa v letalskih mikro podjetjih|Knez, Sandi|Podbregar, Iztok|model kompetenc, management, letalska industrija, integrirani sistem managementa, letalska mikro podjetja|2022|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Maribor|1102|128
81029|Pakirna barvanja nekaterih razredov grafov z rekurzivno strukturo : doktorska disertacija|Ferme, Jasmina|Brešar, Boštjan|Barvanje, pakirno barvanje, pakirno kromatično število, kubični graf, graf Sierpińskega, trikotnik Sierpińskega, kritičen graf, pakirno kromatično-vozliščno kritičen graf, pakirno kromatično kritičen graf|2022|Slovenski jezik|FNM - Fakulteta za naravoslovje in matematiko|Maribor|1015|90
81208|Eksperimentalna in numerična analiza leseno-steklenih I - nosilcev : doktorska disertacija|Držečnik, Mateja|Premrov, Miroslav|les, lesene konstrukcije, steklo, adhezivi, lepljeni spoji, leseno-stekleni kompozitni elementi, leseno stekleni I nosilci, eksperimenti|2022|Slovenski jezik|FGPA - Fakulteta za gradbeništvo, prometno inženirstvo in arhitekturo|Maribor|1302|169
80688|Metodologija inženirskega oblikovanja električne kitare na podlagi akustičnega odziva materiala : doktorska disertacija|Ray, Tony|Kaljun, Jasmin|električna kitara, mehanika, akustične lastnosti, les, jesen, oreh, inženirsko oblikovanje, metodologija oblikovanja, akustični odziv|2022|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|1366|9
79120|Katalitska aktivacija metana za pretvorbo v višje ogljikovodike z mikrokinetičnim opisom : doktorska disertacija|Bajec, David|Pohar, Andrej|metan, aktivacija, kataliza, mikrokinetika, reaktor s strnjenim slojem|2022|Slovenski jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|1055|171
80894|Vpliv medvrstne hibridizacije na kemijsko sestavo bezgov : doktorska disertacija|Imenšek, Nataša|Kristl, Janja|bezeg, medvrstni križanci, zorenje, kemijska sestava|2022|Slovenski jezik|FKBV - Fakulteta za kmetijstvo in biosistemske vede|Maribor|1360|93
80763|Automatic compiler/interpreter generation from programs for domain-specific languages using semantic inference : doktorska disertacija|Kovačević, Željko|Črepinšek, Matej|Grammatical Inference, Semantic Inference, Genetic Programming, Attribute Grammars, Memetic Algorithm, Domain-Specific Languages|2022|Angleški jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|1278|135
83898|Investigating the impact of supply chain management practices on customer relationship management objectives : doctoral dissertation|Saad, Nourhan Ahmed|Mlaker Kač, Sonja|prakse upravljanja oskrbovalne verige, operativna uspešnost, zadovoljstvo strank, zvestoba strank, mikro, mala in srednje velika podjetja|2023|Angleški jezik|FL - Fakulteta za logistiko|Celje|185|29
86362|Merjenje in upravljanje trajnostnega delovanja pri zunanjih izvajalcih logističnih storitev v realnem času|Oršič, Jerko|Obrecht, Matevž|oskrbovalne verige, logistika zadnje milje, 3PL, trajnost, umetna inteligenca, dogodki v realnem času, masivni podatki|2023|Slovenski jezik|FL - Fakulteta za logistiko|Celje|254|41
86187|Povezanost vzgojnih stilov staršev in njihovih stališč do uporabe drog z mladostnikovo uporabo drog : doktorska disertacija|Osterc-Kokotovič, Karmen|Pšunder, Mateja|mladostniki, uporaba drog, vzgojni stili, družina, starševska stališča do uporabe drog, starševska uporaba drog|2023|Slovenski jezik|FF - Filozofska fakulteta|Maribor|324|103
86209|Kognitivni in psihofiziološki vidiki izgorelosti : doktorska disertacija|Horvat, Marina|Tement, Sara|izgorelost, kognicija, HRV, delovne zahteve|2023|Slovenski jezik|FF - Filozofska fakulteta|Maribor|300|147
84331|Razvoj au nanodelcev z metodo ultrazvočne razpršilne pirolize za detekcijo protiteles proti SARS-CoV-2 : doktorska disertacija|Jelen, Žiga|Rudolf, Rebeka|Nanodelci zlata, SARS-CoV-2 virus, stabilizacija, konjugacija, LFIA testi, karakterizacija|2023|Slovenski jezik|FS - Fakulteta za strojništvo|Maribor|347|64
86502|Model kadrovskih procesov v dobi digitalizacije in staranja zaposlenih|Hribar, Nena|Šprajc, Polona|kadrovski management, kadrovski procesi, digitalizacija, staranje, model kadrovskih procesov|2023|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Maribor|276|133
86168|Vpliv odmerka vitamina D na funkcionalno stanje in izražanje izbranih genov pri bolnikih z recidivno remitentno multiplo sklerozo|Gselman, Saša|Hojs Fabjan, Tanja|multipla skleroza, nadomeščanje vitamina D, genetske različice, izražanje genov, izražanje miR-155-5p|2023|Slovenski jezik|MF - Medicinska fakulteta|Maribor|504|78
83539|Učenje temeljnih postopkov oživljanja z uporabo avtomatskega zunanjega defibrilatorja ter odnos do oživljanja pri osnovnošolcih|Borovnik Lesjak, Vesna|Strnad, Matej|Avtomatski zunanji defibrilator, izvenbolnišnični srčni zastoj, osnovnošolci, poučevanje, temeljni postopki oživljanja|2023|Slovenski jezik|MF - Medicinska fakulteta|Maribor|421|94
86188|Povezava predporodnega izobraževanja v sklopu materinskih šol s kakovostjo življenja po porodu pred in med epidemijo covid-19|Berčan, Tina|Podbregar, Iztok|materinska šola, kakovost življenja, epidemija, COVID-19, nosečnost|2023|Slovenski jezik|FOV - Fakulteta za organizacijske vede|Maribor|427|66
84013|Ocena epikardialnega maščevja in karotidnih arterij z magnetno resonanco pri otrocih s primarno arterijsko hipertenzijo|Schweighofer, Nina|Kanič, Vojko|epikardialno maščevje, otroci in mladostniki, arterijska hipertenzija, magnetna resonanca srca, ultrazvok|2023|Slovenski jezik|MF - Medicinska fakulteta|Maribor|425|57
83286|Doživljanje izvajalcev zdravstvene nege ob izvajanju temeljnih in dodatnih postopkov oživljanja|Koželj, Anton|Strnad, Matej|diplomanti zdravstvene nege, urgentna medicina, doživljanje oživljanja, stres, čustva.|2023|Slovenski jezik|FZV - Fakulteta za zdravstvene vede|Maribor|528|181
84987|Napovedniki zaupanja v znanost in njegova vloga pri pojasnjevanju zdravstvenega vedenja in odzivov na z zdravjem povezana sporočila : doktorska disertacija|Plohl, Nejc|Musil, Bojan|zaupanje v znanost, napovedniki, zdravstveno vedenje, komunikacija zdravstvenih priporočil, covid-19|2023|Slovenski jezik|FF - Filozofska fakulteta|Maribor|499|213
85854|Razvoj modela za spremljanje degradacije površine materiala med dinamičnim obremenjevanjem : doctoral disertation|Milković, Marijana|Gubeljak, Nenad|fatigue, high cycle load, Fiber Bragg grating|2023|Angleški jezik|FS - Fakulteta za strojništvo|Maribor|466|63
84886|Hibridno priporočanje vrstilcev univerzalne decimalne klasifikacije : doktorska disertacija|Borovič, Mladen|Strnad, Damjan|hibridni priporočilni sistemi, univerzalna decimalna klasifikacija, vsebinsko filtriranje, globoke nevronske mreže, obdelava naravnega jezika|2023|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|579|162
85788|Slovenski Američani, Združene države Amerike in prva svetovna vojna : doktorska disertacija|Hazemali, David|Klemenčič, Matjaž|slovenski Američani, Združene države Amerike, prva svetovna vojna, Cleveland (Ohio), Ely (Minnesota), ameriške ekspedicijske sile|2023|Slovenski jezik|FF - Filozofska fakulteta|Maribor|585|195
86298|Zasebno uveljavljanje prava državnih pomoči v pravdnem postopku : doktorska disertacija|Baghrizabehi, Denis|Ferčič, Aleš|zasebno uveljavljanje prava državnih pomoči, priglasitev državnih pomoči, klavzula o mirovanju, nacionalna procesna avtonomija, načelo učinkovitosti, izterjava nezakonite državne pomoči, učinkovito sodno varstvo|2023|Slovenski jezik|PF - Pravna fakulteta|Maribor|955|349
83993|Managing the complexity of empty container movements through repositioning strategies and routing practices under certain demand and supply : doctoral dissertation|Abdelshafie, Alaa|Kramberger, Tomaž|shipping industry, container transportation management, empty container repositioning, simulation, optimization, agent-based modelling|2023|Angleški jezik|FL - Fakulteta za logistiko|Celje|579|30
85592|Preparation of Synthetic and Natural Porous Polymers via Multiphase Media : doctoral dissertation|Kramer, Stanko|Krajnc, Peter|HIPE, PolyHIPE, Multiple Emulsions, Functional polyHIPEs, Natural Polymers, Terpenes|2023|Angleški jezik|FKKT - Fakulteta za kemijo in kemijsko tehnologijo|Maribor|456|109
85741|Nasilje odraslih otrok nad starši: odkrivanje, preiskovanje in dokazovanje : doktorska disertacija|Klun, Monika|Frangež, Danijela|nasilje nad starejšimi, nasilje odraslih otrok nad starši, odkrivanje, preiskovanje, dokazovanje|2023|Slovenski jezik|FVV - Fakulteta za varnostne vede|Ljubljana|587|213
85798|Podatkovni kanjoni, pristop strojnega učenja za potrebe razložljive umetne inteligence : doktorska disertacija|Žlahtič, Bojan|Kokol, Peter|razložljiva umetna inteligenca, strojno učenje, klasifikacija, razložljivost, zaupanje|2023|Slovenski jezik|FERI - Fakulteta za elektrotehniko, računalništvo in informatiko|Maribor|467|98
